,acc,taxid,lineage
956097,MH992212,2494737,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 10
956098,MH992213,2494742,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 15
956099,MH992214,2494784,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 53
956100,MH992215,2494783,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 52
956101,MH992216,2494773,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 43
956102,MH992217,2494772,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 42
956103,MH992218,2494750,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 22
956104,MH992219,2494776,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 46
956105,MH992220,2494771,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 41
956106,MH992221,2494765,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 36
956107,MH992222,2494785,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 54
956108,MH992223,2494777,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;__;Apis mellifera associated microvirus 47
956109,MH992509,2420239,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Jerseyvirus;Salmonella phage vB_SenS_phi135
956110,MH992510,2420240,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Tequatrovirus;Escherichia phage vB_EcoM_DalCa
956111,MH992513,2420320,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Aerosvirus;Aeromonas virus ZPAH7
956112,MH999279,2420237,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Clostridium phage CPD2
956113,MH999280,2420238,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Clostridium phage CPD1
956114,MK002701,169684,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Myohalovirus;Halobacterium virus phiH
956115,MK005300,2480623,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Demerecviridae;Epseptimavirus;Salmonella virus STG2
956116,MK016490,2484217,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Arthrobacter phage Anjali
956117,MK016491,2484208,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kostyavirus;Mycobacterium phage BaboJay
956118,MK016492,2484205,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Nymphadoravirus;Gordonia phage Bialota
956119,MK016493,2338395,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Brevibacterium phage Cantare
956120,MK016494,2484209,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cheoctovirus;Mycobacterium phage Filuzino
956121,MK016495,2484206,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Goodmanvirus;Microbacterium virus Goodman
956122,MK016496,2484210,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cheoctovirus;Mycobacterium phage IrishSherpFalk
956123,MK016497,2484207,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Goodmanvirus;Microbacterium phage Johann
956124,MK016498,2484211,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kostyavirus;Mycobacterium phage Manda
956125,MK016499,2484212,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fishburnevirus;Mycobacterium phage Mangethe
956126,MK016500,2484218,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Arthrobacter phage Mendel
956127,MK016501,2484213,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Gaiavirus;Mycobacterium phage Nebkiss
956128,MK016502,2484214,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kostyavirus;Mycobacterium phage Pat3
956129,MK016503,2484215,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium phage Prithvi
956130,MK016504,2484216,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cheoctovirus;Mycobacterium phage Whouxphf
956131,MK016662,2545435,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Qadamvirus;Synechococcus virus SB28
956132,MK016663,2545436,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Synechococcus phage S-H68
956133,MK016664,2545437,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Synechococcus phage S-B68
956134,MK017819,2483607,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Clostridium phage CPD4
956135,MK017820,2483608,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Clostridium phage CPD7
956136,MK024806,2483610,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Proteus phage Mydo
956137,MK033136,2483604,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Kayfunavirus;Enterobacter virus EcpYZU01
956138,MK034952,2483611,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Citexvirus;Pseudomonas virus Dobby
956139,MK044828,2484226,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Streptococcus phage 33888
956140,MK044829,2484225,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Streptococcus phage 109751
956141,MK047717,2479933,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Mosigvirus;Escherichia phage p000v
956142,MK047718,2479934,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Mosigvirus;Escherichia phage p000y
956143,MK050846,2483612,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Demerecviridae;Epseptimavirus;Salmonella virus Seafire
956144,MK053931,2488835,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Wanjuvirus;Pectobacterium virus Arno160
956145,MK054204,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956183,MK054205,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956221,MK054206,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956259,MK054207,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956297,MK054208,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956335,MK054209,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956373,MK054210,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956411,MK054211,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956449,MK054212,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956487,MK054213,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956525,MK054214,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956563,MK054215,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956601,MK054216,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956639,MK054217,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956677,MK054218,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956715,MK054219,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956753,MK054220,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956791,MK054221,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956829,MK054222,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956867,MK054223,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956905,MK054224,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956943,MK054225,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
956981,MK054226,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957019,MK054227,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957057,MK054228,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957095,MK054229,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957133,MK054230,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957171,MK054231,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957209,MK054232,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957247,MK054233,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957285,MK054234,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957323,MK054235,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957361,MK054236,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957399,MK054237,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957437,MN496305,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957475,MN496306,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957513,MN496307,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957551,MN496308,2491899,Viruses;__;__;__;Fuselloviridae;Alphafusellovirus;Sulfolobus spindle-shaped virus
957589,MK059749,2483623,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Mycobacterium phage CRB2
957590,MK061406,2488781,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Gordonia phage Adora
957591,MK061407,2488783,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Marvinvirus;Mycobacterium phage Beelzebub
957592,MK061408,2488784,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Centaur
957593,MK061409,2488785,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage ExplosioNervosa
957594,MK061410,2488782,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Bowservirus;Gordonia phage Eyes
957595,MK061411,2488786,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Rosebushvirus;Mycobacterium phage Faze9
957596,MK061412,2488789,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Streptomyces phage Gilson
957597,MK061413,2488780,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Liebevirus;Arthrobacter virus Liebe
957598,MK061414,2488787,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pipefishvirus;Mycobacterium phage Marley1013
957599,MK061415,2488788,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Rhynn
957600,MK061416,2483661,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Rothia phage Spartoi
957601,MK064562,2493122,Viruses;__;__;Ligamenvirales;Lipothrixviridae;__;Sulfolobales Beppu filamentous virus 1
957602,MK064563,2493123,Viruses;__;__;Ligamenvirales;Lipothrixviridae;Alphalipothrixvirus;Alphalipothrixvirus SBFV2
957603,MK064564,2493124,Viruses;__;__;Ligamenvirales;Lipothrixviridae;Deltalipothrixvirus;Deltalipothrixvirus SBFV3
957604,MK064565,2493121,Viruses;__;__;Ligamenvirales;Rudiviridae;Rudivirus;Sulfolobales Beppu rod-shaped virus 1
957605,MK064566,2493126,Viruses;__;__;__;Ovaliviridae;__;Sulfolobales Beppu virus 1
957606,MK069403,2482789,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;CrAssphage sp. O-152
957607,MK069556,2483660,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Microcystis phage Me-ZS1
957608,MK071653,2483850,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Meiothermus phage MMP7
957609,MK075001,2491319,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fibralongavirus;Staphylococcus phage phiSP15-1
957610,MK075002,2491320,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Biseptimavirus;Staphylococcus phage phiSP38-1
957611,MK075003,2491321,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Staphylococcus phage phiSP44-1
957612,MK075004,2491316,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fibralongavirus;Staphylococcus phage phiSP119-1
957613,MK075005,2491317,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Staphylococcus phage phiSP119-2
957614,MK075006,2491318,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Staphylococcus phage phiSP119-3
957615,MK080312,2483851,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Salmonella phage Astrid
957616,MK084630,2483852,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Bacillus phage StevenHerd11
957617,MK085976,2483609,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Wbetavirus;Bacillus phage AP631
957618,MK088078,2484222,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Marinobacter phage AS1
957619,MK089780,2483772,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Friunavirus;Acinetobacter phage vB_AbaP_APK14
957620,MK095192,2489617,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Astalicious
957621,MK095193,2489618,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium virus Clickz
957622,MK095194,2489619,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Clickz_B2
957623,MK095195,2489620,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Clickz_B3
957624,MK095196,2489621,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Clickz_B4
957625,MK095197,2489622,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Clickz_B5
957626,MK095198,2489623,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Clickz_B6
957627,MK095199,2489624,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Clickz_B7
957628,MK095200,2489625,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Clickz_B8
957629,MK095201,2489626,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Ekidair
957630,MK095202,2489627,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium virus Khlen
957631,MK095203,2489628,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium virus Koot
957632,MK095204,2489629,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Koot_B1
957633,MK095205,2489630,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Nobby_B1
957634,MK095206,2489631,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Nobby_B2
957635,MK095207,2489632,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Nobby_B3
957636,MK095208,2489633,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Nobby_B4
957637,MK095209,2489634,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium virus Phoria
957638,MK095210,2489635,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium virus Zenivior
957639,MK095211,2489636,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phimunavirus;Pectobacterium phage Zenivior_B1
957640,MK095605,2499074,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Pantoea phage vB_PagS_MED16
957641,MK095606,2499073,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Drexlerviridae;Sauletekiovirus;Pantoea virus AAS23
957642,MK097141,2488664,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Vibrio phage P23
957643,MK105819,2488632,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Synechococcus phage S-H1
957644,MK105855,2488654,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Skarprettervirus;Escherichia virus Skarpretter
957645,MK112526,2488951,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Aledel
957646,MK112527,2488961,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Altwerkus
957647,MK112528,2488952,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Beethoven
957648,MK112529,2488953,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage BigMack
957649,MK112530,2488962,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage BigPaolini
957650,MK112531,2488954,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Bodacious
957651,MK112532,2488963,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Bones
957652,MK112533,2488964,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bixzunavirus;Mycobacterium phage Bonray
957653,MK112534,2488965,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bixzunavirus;Mycobacterium phage Burrough
957654,MK112535,2488955,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage CallieOMalley
957655,MK112536,2488966,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Cannibal
957656,MK112537,2488958,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium phage Capricorn
957657,MK112538,2488956,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Korravirus;Arthrobacter phage Carpal
957658,MK112539,2488967,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Dione
957659,MK112540,2488968,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium phage Froghopper
957660,MK112541,2488969,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bixzunavirus;Mycobacterium phage Jessibeth14
957661,MK112542,2488970,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Jillium
957662,MK112543,2488959,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium Phage Kalb97
957663,MK112544,2488971,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Keitherie
957664,MK112545,2488972,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bixzunavirus;Mycobacterium phage Khaleesi
957665,MK112546,2488973,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage LuckyMarjie
957666,MK112547,2488957,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Nymphadoravirus;Gordonia phage Maridalia
957667,MK112548,2488974,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bixzunavirus;Mycobacterium phage McWolfish
957668,MK112549,2488975,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bixzunavirus;Mycobacterium phage Morizzled23
957669,MK112550,2488981,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Streptomyces phage Olicious
957670,MK112551,2488976,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Riggan
957671,MK112552,2488977,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Spartan300
957672,MK112553,2488960,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium Phage Squiggle
957673,MK112554,2488978,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bixzunavirus;Mycobacterium phage TinyTim
957674,MK112555,2488979,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium phage Zelda
957675,MK112556,2488980,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cheoctovirus;Mycobacterium phage Zerg
957676,MK112901,2583286,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Salmonella virus KFS-SE2
957677,MK125140,2488858,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Efquatrovirus;Enterococcus phage Nonaheksakonda
957678,MK125141,2488859,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Murrayvirus;Salmonella virus Lumpael
957679,MK134560,2488949,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Przondovirus;Klebsiella virus kpssk3
957680,MK135468,2489637,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Drulisvirus;Klebsiella phage 1 TK-2018
957681,MK138526,2488595,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Pakpunavirus;Pseudomonas phage vB_PaeM_LCK69
957682,MK138527,2488596,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Dhillonvirus;Escherichia phage vB_EcoS_PNS1
957683,MK144667,2486665,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Casadabanvirus;Pseudomonas phage Spike
957684,MK165087,2488948,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Nonagvirus;Escherichia phage BRET
957685,MK165657,2382122,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Septimatrevirus;Pseudomonas phage vB_PaeS_SCUT-S3
957686,MK165658,2488702,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Septimatrevirus;Pseudomonas phage vB_PaeS_SCUT-S4
957687,MK170160,2488668,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Saclayvirus;Acinetobacter phage TAC1
957688,MK170446,2488573,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Drexlerviridae;Webervirus;Klebsiella phage 13
957689,MK170447,2488574,Viruses;__;__;__;__;__;Methanosarcina virus MetMV
957690,MK203841,2492437,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Przondovirus;Klebsiella virus Henu1
957691,MK203850,2492447,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Alteromonas phage ZP6
957692,MK211557,2492948,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phietavirus;Staphylococcus phage Henu2
957693,MK213796,2492962,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Drexlerviridae;Tunavirus;Escherichia virus T1
957694,MK214385,2491323,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cornellvirus;Salmonella phage TS6
957695,MK215646,2491346,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;Bastillevirus;Bacillus virus vB_BthM-Goe5
957696,MK224497,2492961,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium phage Henu3
957697,MK224498,2499902,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Pakpunavirus;Pseudomonas phage Henu5
957698,MK224592,2571241,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cheoctovirus;Mycobacterium phage Henu3 PeY-2017
957699,MK234886,2499909,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Dhakavirus;Escherichia phage AnYang
957700,MK238400,2507125,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;CrAssphage ZA
957701,MK240351,2500136,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Acinetobacter phage Henu6
957702,MK240575,2500138,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Thermobifida phage P318
957703,MK241539,2500137,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Alteromonas phage P24
957704,MK249126,2500145,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Jerseyvirus;Salmonella phage TS3
957705,MK249127,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
957813,MK249128,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
957921,MK249129,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
958029,MK249130,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
958137,MK249131,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
958245,MK249132,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
958353,MK249133,2576452,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Microvirus;Blackfly microvirus SF02
